--Category(test start)start--,
test start, (Added: 2024-01-01), <-- reason: test start,
Rudy 15, (Added: 2026-03-26), <-- reason: Check Discord history,
Rum I, (Added: Unknown Date), <-- reason: No reason provided.,
Rus Avcisi, (Added: Unknown Date), <-- reason: No reason provided.,
Rusty M, (Added: Unknown Date), <-- reason: No reason provided.,
Rusy002, (Added: Unknown Date), <-- reason: No reason provided.,
Rutje, (Added: Unknown Date), <-- reason: No reason provided.,
Rygort, (Added: Unknown Date), <-- reason: No reason provided.,
Ryooo, (Added: Unknown Date), <-- reason: No reason provided.,
S cotian, (Added: Unknown Date), <-- reason: No reason provided.,
S I C K 0, (Added: Unknown Date), <-- reason: No reason provided.,
S0L0 D0LO, (Added: Unknown Date), <-- reason: No reason provided.,
s1sta f1ster, (Added: Unknown Date), <-- reason: No reason provided.,
S4ug4m3r, (Added: Unknown Date), <-- reason: No reason provided.,
SAAPROX, (Added: Unknown Date), <-- reason: No reason provided.,
sabloodge, (Added: Unknown Date), <-- reason: No reason provided.,
sacapacka YT, (Added: Unknown Date), <-- reason: No reason provided.,
saibaman, (Added: Unknown Date), <-- reason: No reason provided.,
Salbaman, (Added: Unknown Date), <-- reason: No reason provided.,
Salut III, (Added: Unknown Date), <-- reason: No reason provided.,
SALVATIQN, (Added: Unknown Date), <-- reason: No reason provided.,
SAMID0T1, (Added: Unknown Date), <-- reason: No reason provided.,
Sand Nager, (Added: Unknown Date), <-- reason: No reason provided.,
SANTA 79, (Added: 2026-03-10), <-- reason: removed from banlist,
Sardino77, (Added: Unknown Date), <-- reason: No reason provided.,
Sashed You, (Added: Unknown Date), <-- reason: No reason provided.,
Satanic Ice, (Added: Unknown Date), <-- reason: No reason provided.,
Satanic lce, (Added: Unknown Date), <-- reason: No reason provided.,
SATlN, (Added: Unknown Date), <-- reason: No reason provided.,
Satur0s, (Added: Unknown Date), <-- reason: No reason provided.,
SAUCE H0T, (Added: Unknown Date), <-- reason: No reason provided.,
Sauce Mane, (Added: Unknown Date), <-- reason: No reason provided.,
SAWMILLIN, (Added: Unknown Date), <-- reason: No reason provided.,
SB4NDZ, (Added: Unknown Date), <-- reason: No reason provided.,
scoby do911, (Added: Unknown Date), <-- reason: No reason provided.,
score2347, (Added: Unknown Date), <-- reason: No reason provided.,
scrap paper, (Added: Unknown Date), <-- reason: No reason provided.,
Scratch That, (Added: Unknown Date), <-- reason: No reason provided.,
ScratchThat2, (Added: Unknown Date), <-- reason: No reason provided.,
scy slay, (Added: Unknown Date), <-- reason: No reason provided.,
see yuhh, (Added: Unknown Date), <-- reason: No reason provided.,
Seeendal aaa, (Added: Unknown Date), <-- reason: No reason provided.,
Seishan Song, (Added: Unknown Date), <-- reason: No reason provided.,
Sephiroth377, (Added: Unknown Date), <-- reason: No reason provided.,
Seraphless, (Added: Unknown Date), <-- reason: No reason provided.,
Serqy, (Added: Unknown Date), <-- reason: No reason provided.,
Setter Gang, (Added: 2026-03-26), <-- reason: Check Discord history,
Sevcn Lions, (Added: 2026-05-17), <-- reason: Removed from ban list,
SexDrugz, (Added: Unknown Date), <-- reason: No reason provided.,
Sexy Jutsu, (Added: Unknown Date), <-- reason: No reason provided.,
SF KING 143, (Added: Unknown Date), <-- reason: No reason provided.,
shaaaarrrrk, (Added: Unknown Date), <-- reason: No reason provided.,
Shadowsteppp, (Added: Unknown Date), <-- reason: No reason provided.,
SHAZADIII N, (Added: Unknown Date), <-- reason: No reason provided.,
Sheiistyy, (Added: Unknown Date), <-- reason: No reason provided.,
Sheikh Didz, (Added: Unknown Date), <-- reason: No reason provided.,
Shin Inc, (Added: Unknown Date), <-- reason: No reason provided.,
Shin lnc, (Added: Unknown Date), <-- reason: No reason provided.,
Shrom V2, (Added: Unknown Date), <-- reason: No reason provided.,
Shroomss Rat, (Added: Unknown Date), <-- reason: No reason provided.,
Shyste tim3, (Added: Unknown Date), <-- reason: No reason provided.,
SilkyMitts94, (Added: Unknown Date), <-- reason: No reason provided.,
Simp 4 feet, (Added: Unknown Date), <-- reason: No reason provided.,
Simply Evil, (Added: Unknown Date), <-- reason: No reason provided.,
Single Fln, (Added: Unknown Date), <-- reason: No reason provided.,
SippinClorox, (Added: 2026-05-17), <-- reason: Removed from ban list,
Sipsta, (Added: Unknown Date), <-- reason: No reason provided.,
Sir GIM, (Added: Unknown Date), <-- reason: No reason provided.,
sir nobrain, (Added: Unknown Date), <-- reason: No reason provided.,
sircoyote69, (Added: Unknown Date), <-- reason: No reason provided.,
sirKukRash, (Added: Unknown Date), <-- reason: No reason provided.,
SirTobAlot, (Added: Unknown Date), <-- reason: No reason provided.,
Sit Yew Rat, (Added: Unknown Date), <-- reason: No reason provided.,
SitLikeDoggy, (Added: 2026-05-08), <-- reason: Removed from ban list,
SJT JLEE, (Added: Unknown Date), <-- reason: No reason provided.,
SK Dreamin, (Added: Unknown Date), <-- reason: No reason provided.,
SkitzMcnasty, (Added: Unknown Date), <-- reason: No reason provided.,
Skynet Inc, (Added: Unknown Date), <-- reason: No reason provided.,
SL Zulrg, (Added: Unknown Date), <-- reason: No reason provided.,
SlavicSquat, (Added: Unknown Date), <-- reason: No reason provided.,
Slayin G, (Added: Unknown Date), <-- reason: No reason provided.,
slaying pimp, (Added: Unknown Date), <-- reason: No reason provided.,
Slaytr, (Added: Unknown Date), <-- reason: No reason provided.,
sleet56, (Added: Unknown Date), <-- reason: No reason provided.,
Slicediper, (Added: Unknown Date), <-- reason: No reason provided.,
SLlCING, (Added: Unknown Date), <-- reason: No reason provided.,
SlopIsANonce, (Added: Unknown Date), <-- reason: No reason provided.,
SlT ZlGGY, (Added: Unknown Date), <-- reason: No reason provided.,
Slytherinalt, (Added: Unknown Date), <-- reason: No reason provided.,
Smokey174, (Added: Unknown Date), <-- reason: No reason provided.,
Smooch ALT, (Added: Unknown Date), <-- reason: No reason provided.,
smoochi, (Added: Unknown Date), <-- reason: No reason provided.,
SniffinsIron, (Added: Unknown Date), <-- reason: No reason provided.,
SniffinTrout, (Added: Unknown Date), <-- reason: No reason provided.,
Sniffmycum, (Added: Unknown Date), <-- reason: No reason provided.,
Snipe Focus, (Added: Unknown Date), <-- reason: No reason provided.,
snipetherat, (Added: Unknown Date), <-- reason: No reason provided.,
Snitz 07, (Added: Unknown Date), <-- reason: No reason provided.,
Snowbaru, (Added: Unknown Date), <-- reason: No reason provided.,
Sommers, (Added: Unknown Date), <-- reason: No reason provided.,
songartiste, (Added: Unknown Date), <-- reason: No reason provided.,
soulkpr190, (Added: Unknown Date), <-- reason: No reason provided.,
Sparta VIII, (Added: Unknown Date), <-- reason: No reason provided.,
spearslave, (Added: Unknown Date), <-- reason: No reason provided.,
Spectroll, (Added: Unknown Date), <-- reason: No reason provided.,
spindrah, (Added: Unknown Date), <-- reason: No reason provided.,
Spiral0ut, (Added: Unknown Date), <-- reason: No reason provided.,
Spirit Aura, (Added: Unknown Date), <-- reason: No reason provided.,
Spit n sit, (Added: Unknown Date), <-- reason: No reason provided.,
spit n strok, (Added: Unknown Date), <-- reason: No reason provided.,
Splash Freez, (Added: Unknown Date), <-- reason: No reason provided.,
SpoonedMemes, (Added: Unknown Date), <-- reason: No reason provided.,
SpoonyJeffUK, (Added: Unknown Date), <-- reason: No reason provided. [Proof: evidence/spoonyjeffuk/spoonyjeffuk_20260408_182720.png],
SportDeath, (Added: 2026-05-17), <-- reason: Removed from ban list,
squareby, (Added: Unknown Date), <-- reason: No reason provided.,
Sr Joker_XX, (Added: Unknown Date), <-- reason: No reason provided.,
sr titanag-1, (Added: Unknown Date), <-- reason: No reason provided.,
SRRYMOM, (Added: Unknown Date), <-- reason: No reason provided.,
Srrymommy, (Added: Unknown Date), <-- reason: No reason provided.,
SShelon, (Added: Unknown Date), <-- reason: No reason provided.,
Stackn Sats, (Added: Unknown Date), <-- reason: No reason provided.,
Stacyluvsbud, (Added: Unknown Date), <-- reason: No reason provided.,
Starc Died, (Added: Unknown Date), <-- reason: No reason provided.,
STEELSCREW, (Added: Unknown Date), <-- reason: No reason provided.,
Stepped on, (Added: Unknown Date), <-- reason: No reason provided.,
Still Same, (Added: Unknown Date), <-- reason: No reason provided.,
stillafire, (Added: Unknown Date), <-- reason: No reason provided.,
STRlVE, (Added: Unknown Date), <-- reason: No reason provided.,
Studmcmufin, (Added: Unknown Date), <-- reason: No reason provided.,
Subnova97, (Added: Unknown Date), <-- reason: No reason provided.,
Sup Pimpin, (Added: Unknown Date), <-- reason: No reason provided.,
Supeer Nob, (Added: Unknown Date), <-- reason: No reason provided.,
SUS NGL, (Added: Unknown Date), <-- reason: No reason provided.,
sw and afk, (Added: Unknown Date), <-- reason: No reason provided.,
SW BBC, (Added: Unknown Date), <-- reason: No reason provided.,
SW FR, (Added: Unknown Date), <-- reason: No reason provided.,
SW Rat, (Added: Unknown Date), <-- reason: No reason provided.,
Swampy1820, (Added: Unknown Date), <-- reason: No reason provided.,
swisherz 4 u, (Added: Unknown Date), <-- reason: No reason provided.,
SWRicK, (Added: Unknown Date), <-- reason: No reason provided.,
T Distortion, (Added: Unknown Date), <-- reason: No reason provided.,
T Rhaeges T, (Added: Unknown Date), <-- reason: No reason provided.,
t0a pure, (Added: Unknown Date), <-- reason: No reason provided.,
Tackle, (Added: Unknown Date), <-- reason: No reason provided.,
TacoSheMaco, (Added: Unknown Date), <-- reason: No reason provided.,
TAHIR70, (Added: Unknown Date), <-- reason: No reason provided.,
TaiBwoPanda, (Added: Unknown Date), <-- reason: No reason provided.,
Taicons, (Added: Unknown Date), <-- reason: No reason provided.,
TaNhaaii, (Added: Unknown Date), <-- reason: No reason provided.,
TankChaplain, (Added: Unknown Date), <-- reason: No reason provided.,
TankLifee, (Added: Unknown Date), <-- reason: No reason provided.,
Tarheeels, (Added: Unknown Date), <-- reason: No reason provided.,
Tarheels, (Added: Unknown Date), <-- reason: No reason provided.,
Tawhied, (Added: 2026-05-08), <-- reason: Removed from ban list,
taz09david, (Added: Unknown Date), <-- reason: No reason provided.,
TEAM DlAMOND, (Added: Unknown Date), <-- reason: No reason provided.,
Teh Dude, (Added: Unknown Date), <-- reason: No reason provided.,
Teh Jesus, (Added: Unknown Date), <-- reason: No reason provided.,
Tendz, (Added: 2026-03-10), <-- reason: removed from banlist,
tess ting, (Added: Unknown Date), <-- reason: No reason provided.,
TFTAR, (Added: Unknown Date), <-- reason: No reason provided.,
TG Delanorh, (Added: 2026-03-10), <-- reason: removed from banlist,
th3fix, (Added: Unknown Date), <-- reason: No reason provided.,
ThankyouKing, (Added: Unknown Date), <-- reason: No reason provided.,
that Sat, (Added: Unknown Date), <-- reason: No reason provided.,
ThatYouBroo, (Added: Unknown Date), <-- reason: No reason provided.,
The Anointer, (Added: Unknown Date), <-- reason: No reason provided.,
the batmans, (Added: Unknown Date), <-- reason: No reason provided.,
The BatmanXD, (Added: Unknown Date), <-- reason: No reason provided.,
The blah50, (Added: Unknown Date), <-- reason: No reason provided.,
The Dark Yok, (Added: Unknown Date), <-- reason: No reason provided.,
The Dope Boy, (Added: Unknown Date), <-- reason: No reason provided.,
the ferxxo, (Added: Unknown Date), <-- reason: No reason provided.,
The Infernox, (Added: Unknown Date), <-- reason: No reason provided.,
The League, (Added: Unknown Date), <-- reason: No reason provided.,
The MadMouse, (Added: Unknown Date), <-- reason: No reason provided.,
The NoBrain, (Added: Unknown Date), <-- reason: No reason provided.,
The Parcival, (Added: Unknown Date), <-- reason: No reason provided.,
the rull12, (Added: Unknown Date), <-- reason: No reason provided.,
THE SCAPELER, (Added: Unknown Date), <-- reason: No reason provided.,
The Shaddai, (Added: Unknown Date), <-- reason: No reason provided.,
theatre of d, (Added: Unknown Date), <-- reason: No reason provided.,
thegeistd, (Added: Unknown Date), <-- reason: No reason provided.,
theinfiniity, (Added: Unknown Date), <-- reason: No reason provided.,
theOWNERnl, (Added: Unknown Date), <-- reason: No reason provided.,
theSOFA KING, (Added: Unknown Date), <-- reason: No reason provided.,
TheSunSleeps, (Added: Unknown Date), <-- reason: No reason provided.,
they pronoun, (Added: Unknown Date), <-- reason: No reason provided.,
Thiagowins, (Added: Unknown Date), <-- reason: No reason provided.,
This Dds, (Added: 2026-03-26), <-- reason: Check Discord history,
Tic Perf, (Added: Unknown Date), <-- reason: No reason provided.,
TimmieKills, (Added: Unknown Date), <-- reason: No reason provided.,
timmieskills, (Added: Unknown Date), <-- reason: No reason provided.,
tkhhanzg, (Added: Unknown Date), <-- reason: No reason provided.,
Toad n frog, (Added: Unknown Date), <-- reason: No reason provided.,
Toasted lron, (Added: Unknown Date), <-- reason: No reason provided.,
Tob 2 2025, (Added: Unknown Date), <-- reason: No reason provided.,
todays n00b, (Added: Unknown Date), <-- reason: No reason provided.,
Tokens Group, (Added: Unknown Date), <-- reason: No reason provided.,
Tolborg, (Added: Unknown Date), <-- reason: No reason provided.,
tomjari, (Added: Unknown Date), <-- reason: No reason provided.,
Took ur nan, (Added: Unknown Date), <-- reason: No reason provided.,
TopCreations, (Added: Unknown Date), <-- reason: No reason provided.,
Torag GIM, (Added: Unknown Date), <-- reason: No reason provided.,
Torciclo, (Added: Unknown Date), <-- reason: No reason provided.,
tortle, (Added: Unknown Date), <-- reason: No reason provided.,
totalbuzz, (Added: Unknown Date), <-- reason: No reason provided.,
toxic melee, (Added: Unknown Date), <-- reason: No reason provided.,
Trabonis, (Added: Unknown Date), <-- reason: No reason provided.,
Trail Sodas, (Added: Unknown Date), <-- reason: No reason provided.,
Tranquility, (Added: Unknown Date), <-- reason: No reason provided.,
Tribal Lead, (Added: Unknown Date), <-- reason: No reason provided.,
TRMP2O24, (Added: Unknown Date), <-- reason: No reason provided.,
Truewild, (Added: Unknown Date), <-- reason: No reason provided.,
trump2024w, (Added: Unknown Date), <-- reason: No reason provided.,
Trv Wemh, (Added: Unknown Date), <-- reason: No reason provided.,
TSLA LA, (Added: Unknown Date), <-- reason: No reason provided.,
TTheodor, (Added: 2026-05-17), <-- reason: Removed from ban list,
Tuff Terryx7, (Added: Unknown Date), <-- reason: No reason provided.,
tun tun mose, (Added: Unknown Date), <-- reason: No reason provided.,
Turbo Sweat, (Added: 2026-05-08), <-- reason: Removed from ban list,
Turkey Teeth, (Added: Unknown Date), <-- reason: No reason provided.,
twade me, (Added: Unknown Date), <-- reason: No reason provided.,
Twisted Woox, (Added: Unknown Date), <-- reason: No reason provided.,
TXT SLAYER, (Added: Unknown Date), <-- reason: No reason provided.,
Tyler Wrath, (Added: 2026-05-17), <-- reason: Removed from ban list,
Tzh Ket Sesh, (Added: Unknown Date), <-- reason: No reason provided.,
TzTok-JayRoc, (Added: Unknown Date), <-- reason: No reason provided.,
tzuk-my-tz0k, (Added: Unknown Date), <-- reason: No reason provided.,
u c r e a me, (Added: Unknown Date), <-- reason: No reason provided.,
Uck Krieger, (Added: Unknown Date), <-- reason: No reason provided.,
uimcal, (Added: Unknown Date), <-- reason: No reason provided.,
Ultimate UIM, (Added: Unknown Date), <-- reason: No reason provided.,
UltimateNerd, (Added: Unknown Date), <-- reason: No reason provided.,
